"","sessionKEY","round.dt","full_time","actor","subject","dyadID","behavior","actor.sex","actor.site","subject.sex","subject.site","new.dyad","opp.sex","n","date","undir.dyad"
"7076","2021-04-15_Claire",2021-04-15 12:05:00,12:08:55,"GPG","OOP","GPG-OOP","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7077","2021-04-15_Claire",2021-04-15 12:05:00,12:08:55,"OOP","GPG","OOP-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7078","2021-04-15_Claire",2021-04-15 12:05:00,12:09:02,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7079","2021-04-15_Claire",2021-04-15 12:05:00,12:09:02,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7080","2021-04-15_Cesar",2021-04-15 12:05:00,12:09:03,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7081","2021-04-15_Cesar",2021-04-15 12:05:00,12:09:03,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7082","2021-04-15_Cesar",2021-04-15 12:10:00,12:10:04,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7083","2021-04-15_Cesar",2021-04-15 12:10:00,12:10:06,"BOB","POP","BOB-POP","allop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7084","2021-04-15_Cesar",2021-04-15 12:10:00,12:10:06,"POP","BOB","POP-BOB","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7085","2021-04-15_Cesar",2021-04-15 12:10:00,12:14:59,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7086","2021-04-15_Cesar",2021-04-15 12:15:00,12:15:00,"PPP","OBG","PPP-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7087","2021-04-15_Cesar",2021-04-15 12:15:00,12:15:58,"PPO","GGG","PPO-GGG","s2s","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7088","2021-04-15_Cesar",2021-04-15 12:15:00,12:16:01,"PPO","GGG","PPO-GGG","allop","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7089","2021-04-15_Cesar",2021-04-15 12:15:00,12:16:17,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7090","2021-04-15_Cesar",2021-04-15 12:15:00,12:16:17,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7091","2021-04-15_Cesar",2021-04-15 12:15:00,12:16:27,"PPB","BBB","PPB-BBB","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-15,"BBB-PPB"
"7092","2021-04-15_Claire",2021-04-15 12:15:00,12:17:32,"OBG","PPP","OBG-PPP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7093","2021-04-15_Claire",2021-04-15 12:20:00,12:20:00,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7094","2021-04-15_Claire",2021-04-15 12:20:00,12:21:17,"GOO","PBO","GOO-PBO","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7095","2021-04-15_Claire",2021-04-15 12:20:00,12:24:34,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7096","2021-04-15_Claire",2021-04-15 12:20:00,12:24:34,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7097","2021-04-15_Claire",2021-04-15 12:20:00,12:24:39,"GOO","PBO","GOO-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7098","2021-04-15_Claire",2021-04-15 12:20:00,12:24:39,"PBO","GOO","PBO-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7099","2021-04-15_Claire",2021-04-15 12:20:00,12:24:43,"OGO","PBO","OGO-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OGO-PBO"
"7100","2021-04-15_Claire",2021-04-15 12:20:00,12:24:52,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7101","2021-04-15_Claire",2021-04-15 12:20:00,12:24:52,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7102","2021-04-15_Annemarie",2021-04-15 12:20:00,12:24:59,"PPO","GGG","PPO-GGG","allop","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7103","2021-04-15_Claire",2021-04-15 12:25:00,12:25:00,"PPO","GGG","PPO-GGG","allop","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7104","2021-04-15_Cesar",2021-04-15 12:25:00,12:26:07,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7105","2021-04-15_Cesar",2021-04-15 12:25:00,12:26:27,"GGG","PPO","GGG-PPO","allop","female","Goulds","male","Perrine",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7106","2021-04-15_Cesar",2021-04-15 12:25:00,12:26:29,"GGG","PPO","GGG-PPO","s2s","female","Goulds","male","Perrine",TRUE,TRUE,1,2021-04-15,"GGG-PPO"
"7107","2021-04-15_Cesar",2021-04-15 12:25:00,12:26:33,"PBB","GGG","PBB-GGG","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7108","2021-04-15_Cesar",2021-04-15 12:25:00,12:27:14,"GGG","PBB","GGG-PBB","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7109","2021-04-15_Claire",2021-04-15 12:25:00,12:27:24,"GGO","GPG","GGO-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-15,"GGO-GPG"
"7110","2021-04-15_Claire",2021-04-15 12:25:00,12:27:24,"GPG","GGO","GPG-GGO","allop","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GGO-GPG"
"7111","2021-04-15_Claire",2021-04-15 12:25:00,12:27:38,"GGG","PBB","GGG-PBB","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7112","2021-04-15_Claire",2021-04-15 12:25:00,12:27:38,"PBB","GGG","PBB-GGG","allop","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7113","2021-04-15_Cesar",2021-04-15 12:25:00,12:27:41,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7114","2021-04-15_Annemarie",2021-04-15 12:35:00,12:35:14,"BBB","OOO","BBB-OOO","NN","male","Galloway","male","Perrine",TRUE,FALSE,1,2021-04-15,"BBB-OOO"
"7115","2021-04-15_Annemarie",2021-04-15 12:35:00,12:35:23,"BBP","BBB","BBP-BBB","NN","male","Perrine","male","Galloway",TRUE,FALSE,1,2021-04-15,"BBB-BBP"
"7116","2021-04-15_Annemarie",2021-04-15 12:35:00,12:36:20,"OPP","PPB","OPP-PPB","NN","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-15,"OPP-PPB"
"7117","2021-04-15_Annemarie",2021-04-15 12:35:00,12:36:24,"PPB","GOP","PPB-GOP","NN","female","Galloway","male","Florida City",TRUE,TRUE,1,2021-04-15,"GOP-PPB"
"7118","2021-04-15_Annemarie",2021-04-15 12:35:00,12:36:27,"GOP","OPP","GOP-OPP","NN","male","Florida City","male","Galloway",TRUE,FALSE,1,2021-04-15,"GOP-OPP"
"7119","2021-04-15_Cesar",2021-04-15 12:40:00,12:42:52,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7120","2021-04-15_Cesar",2021-04-15 12:40:00,12:42:54,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7121","2021-04-15_Cesar",2021-04-15 12:40:00,12:42:54,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7122","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:06,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7123","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:08,"GPG","OOP","GPG-OOP","allop","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7124","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:08,"OOP","GPG","OOP-GPG","allop","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7125","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:11,"GGO","GPG","GGO-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-15,"GGO-GPG"
"7126","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:28,"GGG","PBB","GGG-PBB","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7127","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:28,"PBB","GGG","PBB-GGG","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7128","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:51,"OBB","OGO","OBB-OGO","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"OBB-OGO"
"7129","2021-04-15_Cesar",2021-04-15 12:40:00,12:43:51,"OGO","OBB","OGO-OBB","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"OBB-OGO"
"7130","2021-04-15_Cesar",2021-04-15 12:45:00,12:45:51,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7131","2021-04-15_Claire",2021-04-15 12:45:00,12:47:51,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"BBP-PPO"
"7132","2021-04-15_Annemarie",2021-04-15 12:45:00,12:47:59,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"BBP-PPO"
"7133","2021-04-15_Annemarie",2021-04-15 12:45:00,12:48:09,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7134","2021-04-15_Annemarie",2021-04-15 12:45:00,12:48:15,"PGG","GOP","PGG-GOP","NN","male","Perrine","male","Florida City",TRUE,FALSE,1,2021-04-15,"GOP-PGG"
"7135","2021-04-15_Annemarie",2021-04-15 12:45:00,12:48:18,"GOP","OGO","GOP-OGO","s2s","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7136","2021-04-15_Annemarie",2021-04-15 12:45:00,12:49:17,"GGG","PBB","GGG-PBB","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGG-PBB"
"7137","2021-04-15_Annemarie",2021-04-15 12:45:00,12:49:55,"GGO","GPG","GGO-GPG","NN","female","Goulds","male","Goulds",FALSE,TRUE,1,2021-04-15,"GGO-GPG"
"7138","2021-04-15_Annemarie",2021-04-15 12:45:00,12:49:55,"GPG","GGO","GPG-GGO","NN","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GGO-GPG"
"7139","2021-04-15_Annemarie",2021-04-15 12:50:00,12:50:30,"PPB","POO","PPB-POO","NN","female","Galloway","male","Galloway",FALSE,TRUE,1,2021-04-15,"POO-PPB"
"7140","2021-04-15_Annemarie",2021-04-15 12:50:00,12:51:18,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7141","2021-04-15_Annemarie",2021-04-15 12:50:00,12:51:18,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7142","2021-04-15_Annemarie",2021-04-15 12:50:00,12:51:21,"OPP","OBB","OPP-OBB","NN","male","Galloway","male","Florida City",TRUE,FALSE,1,2021-04-15,"OBB-OPP"
"7143","2021-04-15_Claire",2021-04-15 12:50:00,12:51:45,"PGG","OOO","PGG-OOO","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7144","2021-04-15_Claire",2021-04-15 12:50:00,12:51:57,"PBO","GOO","PBO-GOO","s2s","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7145","2021-04-15_Annemarie",2021-04-15 12:50:00,12:52:39,"PBO","GOO","PBO-GOO","s2s","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7146","2021-04-15_Annemarie",2021-04-15 12:50:00,12:53:14,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7147","2021-04-15_Cesar",2021-04-15 12:50:00,12:53:58,"OOO","PGG","OOO-PGG","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7148","2021-04-15_Cesar",2021-04-15 12:50:00,12:53:58,"PGG","OOO","PGG-OOO","NN","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7149","2021-04-15_Annemarie",2021-04-15 14:10:00,14:10:40,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7150","2021-04-15_Annemarie",2021-04-15 14:10:00,14:10:49,"OOP","GGO","OOP-GGO","NN","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGO-OOP"
"7151","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:06,"GOO","PBO","GOO-PBO","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7152","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:06,"PBO","GOO","PBO-GOO","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7153","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:08,"GOP","OGO","GOP-OGO","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7154","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:08,"OGO","GOP","OGO-GOP","NN","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7155","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:31,"PPO","BBP","PPO-BBP","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"BBP-PPO"
"7156","2021-04-15_Cesar",2021-04-15 14:10:00,14:11:42,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7157","2021-04-15_Annemarie",2021-04-15 14:10:00,14:11:51,"PGG","OOO","PGG-OOO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7158","2021-04-15_Cesar",2021-04-15 14:10:00,14:11:56,"PBB","OOO","PBB-OOO","NN","female","Goulds","male","Perrine",TRUE,TRUE,1,2021-04-15,"OOO-PBB"
"7159","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:01,"BBB","OPP","BBB-OPP","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7160","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:01,"OPP","BBB","OPP-BBB","NN","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7161","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:14,"BBP","PPO","BBP-PPO","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"BBP-PPO"
"7162","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:24,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7163","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:24,"POP","BOB","POP-BOB","NN","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7164","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:47,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7165","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:55,"GGO","OOP","GGO-OOP","s2s","female","Goulds","female","Goulds",FALSE,FALSE,1,2021-04-15,"GGO-OOP"
"7166","2021-04-15_Cesar",2021-04-15 14:10:00,14:12:59,"GPG","OOP","GPG-OOP","allop","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7167","2021-04-15_Claire",2021-04-15 14:10:00,14:13:00,"OBG","PPP","OBG-PPP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7168","2021-04-15_Annemarie",2021-04-15 14:10:00,14:13:32,"BOB","GGG","BOB-GGG","NN","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"BOB-GGG"
"7169","2021-04-15_Annemarie",2021-04-15 14:10:00,14:13:32,"GGG","BOB","GGG-BOB","NN","female","Goulds","male","Perrine",TRUE,TRUE,1,2021-04-15,"BOB-GGG"
"7170","2021-04-15_Annemarie",2021-04-15 14:10:00,14:13:34,"BOB","POP","BOB-POP","NN","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7171","2021-04-15_Annemarie",2021-04-15 14:10:00,14:13:38,"OOO","PBB","OOO-PBB","NN","male","Perrine","female","Goulds",TRUE,TRUE,1,2021-04-15,"OOO-PBB"
"7172","2021-04-15_Annemarie",2021-04-15 14:10:00,14:13:41,"PBB","OPP","PBB-OPP","NN","female","Goulds","male","Galloway",TRUE,TRUE,1,2021-04-15,"OPP-PBB"
"7173","2021-04-15_Claire",2021-04-15 14:15:00,14:15:05,"OBG","PPP","OBG-PPP","s2s","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7174","2021-04-15_Claire",2021-04-15 14:15:00,14:15:14,"GOP","OGO","GOP-OGO","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7175","2021-04-15_Claire",2021-04-15 14:20:00,14:21:49,"PPO","BBP","PPO-BBP","allop","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"BBP-PPO"
"7176","2021-04-15_Annemarie",2021-04-15 14:20:00,14:24:19,"BOB","POP","BOB-POP","allop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7177","2021-04-15_Annemarie",2021-04-15 14:20:00,14:24:19,"POP","BOB","POP-BOB","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7178","2021-04-15_Annemarie",2021-04-15 14:20:00,14:24:37,"OGO","GOP","OGO-GOP","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7179","2021-04-15_Annemarie",2021-04-15 14:25:00,14:25:52,"OBB","OOP","OBB-OOP","NN","male","Florida City","female","Goulds",TRUE,TRUE,1,2021-04-15,"OBB-OOP"
"7180","2021-04-15_Annemarie",2021-04-15 14:25:00,14:25:52,"OOP","OBB","OOP-OBB","NN","female","Goulds","male","Florida City",TRUE,TRUE,1,2021-04-15,"OBB-OOP"
"7181","2021-04-15_Cesar",2021-04-15 14:25:00,14:27:36,"OGO","GOP","OGO-GOP","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7182","2021-04-15_Cesar",2021-04-15 14:25:00,14:27:43,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7183","2021-04-15_Cesar",2021-04-15 14:25:00,14:27:46,"PBB","OOO","PBB-OOO","NN","female","Goulds","male","Perrine",TRUE,TRUE,1,2021-04-15,"OOO-PBB"
"7184","2021-04-15_Cesar",2021-04-15 14:25:00,14:28:03,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7185","2021-04-15_Cesar",2021-04-15 14:25:00,14:28:18,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7186","2021-04-15_Cesar",2021-04-15 14:30:00,14:30:32,"GOP","OGO","GOP-OGO","beak_touch","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7187","2021-04-15_Cesar",2021-04-15 14:30:00,14:30:34,"OGO","GOP","OGO-GOP","s2s","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7188","2021-04-15_Cesar",2021-04-15 14:30:00,14:30:56,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7189","2021-04-15_Cesar",2021-04-15 14:30:00,14:30:57,"OPP","BBB","OPP-BBB","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7190","2021-04-15_Cesar",2021-04-15 14:30:00,14:31:55,"OOO","PGG","OOO-PGG","s2s","male","Perrine","male","Perrine",FALSE,FALSE,1,2021-04-15,"OOO-PGG"
"7191","2021-04-15_Cesar",2021-04-15 14:30:00,14:32:03,"POP","BOB","POP-BOB","s2s","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7192","2021-04-15_Cesar",2021-04-15 14:30:00,14:32:05,"POP","BOB","POP-BOB","allop","female","Perrine","male","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7193","2021-04-15_Cesar",2021-04-15 14:30:00,14:32:13,"PPP","OBG","PPP-OBG","s2s","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7194","2021-04-15_Claire",2021-04-15 14:30:00,14:32:19,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7195","2021-04-15_Cesar",2021-04-15 14:30:00,14:32:22,"BBB","OPP","BBB-OPP","s2s","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7196","2021-04-15_Cesar",2021-04-15 14:30:00,14:32:23,"BBB","OPP","BBB-OPP","allop","male","Galloway","male","Galloway",FALSE,FALSE,1,2021-04-15,"BBB-OPP"
"7197","2021-04-15_Annemarie",2021-04-15 14:30:00,14:32:47,"GOP","PBO","GOP-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOP-PBO"
"7198","2021-04-15_Annemarie",2021-04-15 14:30:00,14:32:47,"PBO","GOP","PBO-GOP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOP-PBO"
"7199","2021-04-15_Claire",2021-04-15 14:30:00,14:33:21,"OGO","GOP","OGO-GOP","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7200","2021-04-15_Claire",2021-04-15 14:30:00,14:33:23,"PBO","GOP","PBO-GOP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOP-PBO"
"7201","2021-04-15_Claire",2021-04-15 14:30:00,14:33:44,"PBO","GOP","PBO-GOP","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOP-PBO"
"7202","2021-04-15_Cesar",2021-04-15 14:30:00,14:34:10,"GGG","OBG","GGG-OBG","NN","female","Goulds","female","Florida City",TRUE,FALSE,1,2021-04-15,"GGG-OBG"
"7203","2021-04-15_Cesar",2021-04-15 14:30:00,14:34:14,"OBG","PPP","OBG-PPP","NN","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7204","2021-04-15_Cesar",2021-04-15 14:30:00,14:34:14,"PPP","OBG","PPP-OBG","NN","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBG-PPP"
"7205","2021-04-15_Annemarie",2021-04-15 14:30:00,14:34:46,"BOB","POP","BOB-POP","cop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7206","2021-04-15_Cesar",2021-04-15 14:30:00,14:34:48,"BOB","POP","BOB-POP","cop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7207","2021-04-15_Claire",2021-04-15 14:35:00,14:36:47,"GPG","OOP","GPG-OOP","beak_touch","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7208","2021-04-15_Claire",2021-04-15 14:35:00,14:37:57,"OBB","OBG","OBB-OBG","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"OBB-OBG"
"7209","2021-04-15_Cesar",2021-04-15 14:35:00,14:39:26,"GOP","OGO","GOP-OGO","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7210","2021-04-15_Cesar",2021-04-15 14:35:00,14:39:26,"OGO","GOP","OGO-GOP","allop","male","Florida City","male","Florida City",FALSE,FALSE,1,2021-04-15,"GOP-OGO"
"7211","2021-04-15_Claire",2021-04-15 14:35:00,14:39:30,"POO","PPB","POO-PPB","allop","male","Galloway","female","Galloway",FALSE,TRUE,1,2021-04-15,"POO-PPB"
"7212","2021-04-15_Cesar",2021-04-15 14:35:00,14:39:32,"BOB","POP","BOB-POP","s2s","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
"7213","2021-04-15_Claire",2021-04-15 14:35:00,14:39:43,"PBO","GOO","PBO-GOO","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7214","2021-04-15_Annemarie",2021-04-15 14:35:00,14:39:47,"OBG","OBB","OBG-OBB","allop","female","Florida City","male","Florida City",FALSE,TRUE,1,2021-04-15,"OBB-OBG"
"7215","2021-04-15_Claire",2021-04-15 14:35:00,14:39:57,"GOO","PBO","GOO-PBO","allop","male","Florida City","female","Florida City",FALSE,TRUE,1,2021-04-15,"GOO-PBO"
"7216","2021-04-15_Claire",2021-04-15 14:40:00,14:40:06,"GPG","OOP","GPG-OOP","s2s","male","Goulds","female","Goulds",FALSE,TRUE,1,2021-04-15,"GPG-OOP"
"7217","2021-04-15_Annemarie",2021-04-15 14:40:00,14:40:44,"BOB","POP","BOB-POP","cop","male","Perrine","female","Perrine",FALSE,TRUE,1,2021-04-15,"BOB-POP"
